signature,level,weight,newform_index,newform_label,prime,coefficient,coefficient_field,coefficient_field_kind,is_rational_integer,reduction_mod_5_available,coefficient_mod_5,prime_above_5_metadata,row_status
5-4-5,1100,2,9,q + 1/2*a9*q^3 + O(q^6),61,-1/2*a9^2 + 10,Number Field in a9 with defining polynomial x^4 - 44*x^2 + 256,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 1/16*a9^3 - 5/4*a9 + 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 1/16*a9^3 - 5/4*a9 - 1)""}]",coefficient_field_unclear
5-4-5,55,2,0,q + q^2 - q^4 + q^5 + O(q^6),3,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,55,2,0,q + q^2 - q^4 + q^5 + O(q^6),13,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,55,2,0,q + q^2 - q^4 + q^5 + O(q^6),17,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,55,2,0,q + q^2 - q^4 + q^5 + O(q^6),41,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,55,2,0,q + q^2 - q^4 + q^5 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,55,2,1,q + a1*q^2 + (-2*a1 + 2)*q^3 + (2*a1 - 1)*q^4 - q^5 + O(q^6),3,-2*a1 + 2,Number Field in a1 with defining polynomial x^2 - 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,55,2,1,q + a1*q^2 + (-2*a1 + 2)*q^3 + (2*a1 - 1)*q^4 - q^5 + O(q^6),13,2*a1 - 6,Number Field in a1 with defining polynomial x^2 - 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,55,2,1,q + a1*q^2 + (-2*a1 + 2)*q^3 + (2*a1 - 1)*q^4 - q^5 + O(q^6),17,2*a1 + 2,Number Field in a1 with defining polynomial x^2 - 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,55,2,1,q + a1*q^2 + (-2*a1 + 2)*q^3 + (2*a1 - 1)*q^4 - q^5 + O(q^6),41,6,Number Field in a1 with defining polynomial x^2 - 2*x - 1,number_field,True,True,1,,completed
5-4-5,55,2,1,q + a1*q^2 + (-2*a1 + 2)*q^3 + (2*a1 - 1)*q^4 - q^5 + O(q^6),61,-8*a1 + 10,Number Field in a1 with defining polynomial x^2 - 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,88,2,0,q - 3*q^3 - 3*q^5 + O(q^6),3,-3,Rational Field,rational_integer,True,True,2,,completed
5-4-5,88,2,0,q - 3*q^3 - 3*q^5 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,88,2,0,q - 3*q^3 - 3*q^5 + O(q^6),17,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,88,2,0,q - 3*q^3 - 3*q^5 + O(q^6),41,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,88,2,0,q - 3*q^3 - 3*q^5 + O(q^6),61,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,88,2,1,q - a1*q^3 + (a1 + 2)*q^5 + O(q^6),3,-a1,Number Field in a1 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,88,2,1,q - a1*q^3 + (a1 + 2)*q^5 + O(q^6),13,-2*a1 - 2,Number Field in a1 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,88,2,1,q - a1*q^3 + (a1 + 2)*q^5 + O(q^6),17,2,Number Field in a1 with defining polynomial x^2 + x - 4,number_field,True,True,2,,completed
5-4-5,88,2,1,q - a1*q^3 + (a1 + 2)*q^5 + O(q^6),41,-2*a1 + 2,Number Field in a1 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,88,2,1,q - a1*q^3 + (a1 + 2)*q^5 + O(q^6),61,2*a1 - 2,Number Field in a1 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,550,2,0,q - q^2 - 2*q^3 + q^4 + O(q^6),3,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,0,q - q^2 - 2*q^3 + q^4 + O(q^6),13,5,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,0,q - q^2 - 2*q^3 + q^4 + O(q^6),17,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,0,q - q^2 - 2*q^3 + q^4 + O(q^6),41,12,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,0,q - q^2 - 2*q^3 + q^4 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,1,q - q^2 - 2*q^3 + q^4 + O(q^6),3,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,1,q - q^2 - 2*q^3 + q^4 + O(q^6),13,-3,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,1,q - q^2 - 2*q^3 + q^4 + O(q^6),17,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,1,q - q^2 - 2*q^3 + q^4 + O(q^6),41,8,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,1,q - q^2 - 2*q^3 + q^4 + O(q^6),61,10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,2,q - q^2 - 2*q^3 + q^4 + O(q^6),3,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,2,q - q^2 - 2*q^3 + q^4 + O(q^6),13,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,2,q - q^2 - 2*q^3 + q^4 + O(q^6),17,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,2,q - q^2 - 2*q^3 + q^4 + O(q^6),41,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,2,q - q^2 - 2*q^3 + q^4 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,3,q - q^2 - q^3 + q^4 + O(q^6),3,-1,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,3,q - q^2 - q^3 + q^4 + O(q^6),13,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,3,q - q^2 - q^3 + q^4 + O(q^6),17,3,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,3,q - q^2 - q^3 + q^4 + O(q^6),41,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,3,q - q^2 - q^3 + q^4 + O(q^6),61,5,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,4,q - q^2 + q^3 + q^4 + O(q^6),3,1,Rational Field,rational_integer,True,True,1,,completed
5-4-5,550,2,4,q - q^2 + q^3 + q^4 + O(q^6),13,-4,Rational Field,rational_integer,True,True,1,,completed
5-4-5,550,2,4,q - q^2 + q^3 + q^4 + O(q^6),17,-3,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,4,q - q^2 + q^3 + q^4 + O(q^6),41,-8,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,4,q - q^2 + q^3 + q^4 + O(q^6),61,-13,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,5,q - q^2 + q^3 + q^4 + O(q^6),3,1,Rational Field,rational_integer,True,True,1,,completed
5-4-5,550,2,5,q - q^2 + q^3 + q^4 + O(q^6),13,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,550,2,5,q - q^2 + q^3 + q^4 + O(q^6),17,7,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,5,q - q^2 + q^3 + q^4 + O(q^6),41,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,5,q - q^2 + q^3 + q^4 + O(q^6),61,7,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,6,q - q^2 + 3*q^3 + q^4 + O(q^6),3,3,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,6,q - q^2 + 3*q^3 + q^4 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,6,q - q^2 + 3*q^3 + q^4 + O(q^6),17,5,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,6,q - q^2 + 3*q^3 + q^4 + O(q^6),41,-8,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,6,q - q^2 + 3*q^3 + q^4 + O(q^6),61,5,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,7,q + q^2 - 3*q^3 + q^4 + O(q^6),3,-3,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,7,q + q^2 - 3*q^3 + q^4 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,7,q + q^2 - 3*q^3 + q^4 + O(q^6),17,-5,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,7,q + q^2 - 3*q^3 + q^4 + O(q^6),41,-8,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,7,q + q^2 - 3*q^3 + q^4 + O(q^6),61,5,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,8,q + q^2 - q^3 + q^4 + O(q^6),3,-1,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,8,q + q^2 - q^3 + q^4 + O(q^6),13,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,8,q + q^2 - q^3 + q^4 + O(q^6),17,-3,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,8,q + q^2 - q^3 + q^4 + O(q^6),41,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,550,2,8,q + q^2 - q^3 + q^4 + O(q^6),61,-1,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,9,q + q^2 - q^3 + q^4 + O(q^6),3,-1,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,9,q + q^2 - q^3 + q^4 + O(q^6),13,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,550,2,9,q + q^2 - q^3 + q^4 + O(q^6),17,3,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,9,q + q^2 - q^3 + q^4 + O(q^6),41,-8,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,9,q + q^2 - q^3 + q^4 + O(q^6),61,-13,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,10,q + q^2 + 2*q^3 + q^4 + O(q^6),3,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,10,q + q^2 + 2*q^3 + q^4 + O(q^6),13,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,10,q + q^2 + 2*q^3 + q^4 + O(q^6),17,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,550,2,10,q + q^2 + 2*q^3 + q^4 + O(q^6),41,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,10,q + q^2 + 2*q^3 + q^4 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,11,q + q^2 + 2*q^3 + q^4 + O(q^6),3,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,11,q + q^2 + 2*q^3 + q^4 + O(q^6),13,3,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,11,q + q^2 + 2*q^3 + q^4 + O(q^6),17,-4,Rational Field,rational_integer,True,True,1,,completed
5-4-5,550,2,11,q + q^2 + 2*q^3 + q^4 + O(q^6),41,8,Rational Field,rational_integer,True,True,3,,completed
5-4-5,550,2,11,q + q^2 + 2*q^3 + q^4 + O(q^6),61,10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,12,q + q^2 + 2*q^3 + q^4 + O(q^6),3,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,12,q + q^2 + 2*q^3 + q^4 + O(q^6),13,-5,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,12,q + q^2 + 2*q^3 + q^4 + O(q^6),17,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,12,q + q^2 + 2*q^3 + q^4 + O(q^6),41,12,Rational Field,rational_integer,True,True,2,,completed
5-4-5,550,2,12,q + q^2 + 2*q^3 + q^4 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,550,2,13,q + q^2 + (a13 - 1)*q^3 + q^4 + O(q^6),3,a13 - 1,Number Field in a13 with defining polynomial x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,550,2,13,q + q^2 + (a13 - 1)*q^3 + q^4 + O(q^6),13,-2,Number Field in a13 with defining polynomial x^2 - 3*x - 6,number_field,True,True,3,,completed
5-4-5,550,2,13,q + q^2 + (a13 - 1)*q^3 + q^4 + O(q^6),17,-a13 + 3,Number Field in a13 with defining polynomial x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,550,2,13,q + q^2 + (a13 - 1)*q^3 + q^4 + O(q^6),41,-4*a13 + 6,Number Field in a13 with defining polynomial x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,550,2,13,q + q^2 + (a13 - 1)*q^3 + q^4 + O(q^6),61,-a13 - 1,Number Field in a13 with defining polynomial x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,0,q - 3*q^3 + O(q^6),3,-3,Rational Field,rational_integer,True,True,2,,completed
5-4-5,2200,2,0,q - 3*q^3 + O(q^6),13,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,0,q - 3*q^3 + O(q^6),17,-3,Rational Field,rational_integer,True,True,2,,completed
5-4-5,2200,2,0,q - 3*q^3 + O(q^6),41,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,0,q - 3*q^3 + O(q^6),61,1,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,1,q - 2*q^3 + O(q^6),3,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,1,q - 2*q^3 + O(q^6),13,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,1,q - 2*q^3 + O(q^6),17,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,1,q - 2*q^3 + O(q^6),41,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,1,q - 2*q^3 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,2,q - 2*q^3 + O(q^6),3,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,2,q - 2*q^3 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,2,q - 2*q^3 + O(q^6),17,-4,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,2,q - 2*q^3 + O(q^6),41,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,2,q - 2*q^3 + O(q^6),61,14,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,3,q - q^3 + O(q^6),3,-1,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,3,q - q^3 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,3,q - q^3 + O(q^6),17,1,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,3,q - q^3 + O(q^6),41,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,3,q - q^3 + O(q^6),61,-7,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,4,q + O(q^6),3,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,4,q + O(q^6),13,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,4,q + O(q^6),17,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,4,q + O(q^6),41,10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,4,q + O(q^6),61,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,5,q + O(q^6),3,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,5,q + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,5,q + O(q^6),17,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,5,q + O(q^6),41,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,5,q + O(q^6),61,10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,6,q + O(q^6),3,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,6,q + O(q^6),13,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,6,q + O(q^6),17,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,6,q + O(q^6),41,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,6,q + O(q^6),61,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,7,q + q^3 + O(q^6),3,1,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,7,q + q^3 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,7,q + q^3 + O(q^6),17,-1,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,7,q + q^3 + O(q^6),41,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,7,q + q^3 + O(q^6),61,-7,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,8,q + 2*q^3 + O(q^6),3,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,2200,2,8,q + 2*q^3 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,8,q + 2*q^3 + O(q^6),17,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,8,q + 2*q^3 + O(q^6),41,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,8,q + 2*q^3 + O(q^6),61,14,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,9,q + 2*q^3 + O(q^6),3,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,2200,2,9,q + 2*q^3 + O(q^6),13,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,9,q + 2*q^3 + O(q^6),17,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,2200,2,9,q + 2*q^3 + O(q^6),41,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,9,q + 2*q^3 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,10,q + 3*q^3 + O(q^6),3,3,Rational Field,rational_integer,True,True,3,,completed
5-4-5,2200,2,10,q + 3*q^3 + O(q^6),13,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,2200,2,10,q + 3*q^3 + O(q^6),17,6,Rational Field,rational_integer,True,True,1,,completed
5-4-5,2200,2,10,q + 3*q^3 + O(q^6),41,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,10,q + 3*q^3 + O(q^6),61,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,2200,2,11,q + a11*q^3 + O(q^6),3,a11,Number Field in a11 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,11,q + a11*q^3 + O(q^6),13,-2*a11 - 4,Number Field in a11 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,11,q + a11*q^3 + O(q^6),17,-3*a11,Number Field in a11 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,11,q + a11*q^3 + O(q^6),41,4*a11 - 2,Number Field in a11 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,11,q + a11*q^3 + O(q^6),61,a11 - 10,Number Field in a11 with defining polynomial x^2 + x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,12,q + 1/2*a12*q^3 + O(q^6),3,1/2*a12,Number Field in a12 with defining polynomial x^2 + 2*x - 16,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,12,q + 1/2*a12*q^3 + O(q^6),13,a12,Number Field in a12 with defining polynomial x^2 + 2*x - 16,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,12,q + 1/2*a12*q^3 + O(q^6),17,-1/2*a12 - 4,Number Field in a12 with defining polynomial x^2 + 2*x - 16,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,12,q + 1/2*a12*q^3 + O(q^6),41,-10,Number Field in a12 with defining polynomial x^2 + 2*x - 16,number_field,True,True,0,,completed
5-4-5,2200,2,12,q + 1/2*a12*q^3 + O(q^6),61,-1/2*a12 - 2,Number Field in a12 with defining polynomial x^2 + 2*x - 16,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,13,q + a13*q^3 + O(q^6),3,a13,Number Field in a13 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a13 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,13,q + a13*q^3 + O(q^6),13,-2*a13 - 1,Number Field in a13 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a13 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,13,q + a13*q^3 + O(q^6),17,-3*a13,Number Field in a13 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a13 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,13,q + a13*q^3 + O(q^6),41,-8*a13 - 5,Number Field in a13 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a13 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,13,q + a13*q^3 + O(q^6),61,-5*a13 - 1,Number Field in a13 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a13 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,14,q - a14*q^3 + O(q^6),3,-a14,Number Field in a14 with defining polynomial x^2 - x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,14,q - a14*q^3 + O(q^6),13,-2*a14 + 2,Number Field in a14 with defining polynomial x^2 - x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,14,q - a14*q^3 + O(q^6),17,-2,Number Field in a14 with defining polynomial x^2 - x - 4,number_field,True,True,3,,completed
5-4-5,2200,2,14,q - a14*q^3 + O(q^6),41,2*a14 + 2,Number Field in a14 with defining polynomial x^2 - x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,14,q - a14*q^3 + O(q^6),61,-2*a14 - 2,Number Field in a14 with defining polynomial x^2 - x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,15,q + a15*q^3 + O(q^6),3,a15,Number Field in a15 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a15 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,15,q + a15*q^3 + O(q^6),13,-4*a15 - 3,Number Field in a15 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a15 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,15,q + a15*q^3 + O(q^6),17,5*a15 + 2,Number Field in a15 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a15 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,15,q + a15*q^3 + O(q^6),41,-6*a15 - 7,Number Field in a15 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a15 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,15,q + a15*q^3 + O(q^6),61,5*a15 - 5,Number Field in a15 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a15 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,16,q + a16*q^3 + O(q^6),3,a16,Number Field in a16 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a16 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,16,q + a16*q^3 + O(q^6),13,-4*a16 + 3,Number Field in a16 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a16 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,16,q + a16*q^3 + O(q^6),17,5*a16 - 2,Number Field in a16 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a16 + 1)""}]",coefficient_field_unclear
